Gen 1: 1100010101010011000001011000110000101011001111011001101101101100111011110111010011010 Score: 22780
Gen 2: 1100010101010011000001011000110000101011001111011001101101101100111011110111010001010 Score: 22552
Gen 3: 1100010101010011000001011000110000101011001111011001101101101100111011110111010001011 Score: 22053
Gen 4: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 23055
Gen 5: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 6: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 7: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 8: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 9: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 10: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 11: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 12: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 13: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 14: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 15: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 16: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 17: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 18: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 19: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 20: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 21: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 22: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 23: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 24: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 25: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 26: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 27: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 28: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 29: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 30: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 31: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 32: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 33: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 34: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 35: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 36: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
Gen 37: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001010 Score: 22565
Gen 38: 1100010101010011000001011000110000101011001111011000101101101100111011110111010001011 Score: 22053
